event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV0065,Corporate Event,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,295,Off Season (May-Sep),03/12/2024,6,38400,Elite Photography,077-3457461,4.9,15,54078,Classic Touch,077-5872986,4.4,6,860190,2915,Delicious Bites,077-1705758,4.3,6,252148,011-4412818,0,N/A,N/A,0,0,87857,Motion Pictures,077-2325893,4.6,9,59277,1505633,"100,064",5103,No,Yes,Paid,579370
EV0066,Corporate Event,Matara,Convention Center,Convention Center - Matara,261,Peak Season (Dec-Jan),15/09/2025,10,40867,Vision Studios,077-1086930,4.5,7,100599,Classic Touch,077-3649811,4.4,6,665210,2548,Delicious Bites,077-7826774,4.3,6,162029,011-7476861,51794,Celebration Sounds,077-8980915,4.4,6,56810,Motion Pictures,077-9010256,4.6,9,45054,1239260,"100,065",4748,Yes,Yes,Paid,435206
EV0067,Corporate Event,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,282,Off Season (May-Sep),10/03/2024,8,34533,Creative Lens Studio,077-3251501,4.5,8,37056,Creative Designs,077-9459284,4.3,5,258791,917,Divine Dishes,077-8852085,4.6,8,199981,011-4288723,0,N/A,N/A,0,0,0,N/A,N/A,0,0,41764,603513,"100,066",2140,No,No,Paid,218328
EV0068,Corporate Event,Kandy,Home Garden,Home Garden - Kandy,215,Regular Season,05/08/2025,6,39867,Candid Clicks,077-5161539,4.4,6,77291,Dream Decorations,077-1114590,4.5,7,539252,2508,Taste of Ceylon,077-5375250,4.7,12,23786,011-5217655,0,N/A,N/A,0,0,41688,Perfect Motion,077-4951390,4.4,6,25425,758309,"100,067",3527,No,Yes,Partial,265977
EV0069,Corporate Event,Kurunegala,Hotel Ballroom,Hotel Ballroom - Kurunegala,116,Regular Season,23/07/2025,6,35053,Royal Pictures,077-7268384,4.6,9,40467,Royal Events Decor,077-7976731,4.9,15,189080,1630,Taste of Ceylon,077-8899184,4.7,12,299850,011-8353116,34360,Party Beats,077-4664338,4.5,8,38753,Epic Moments,077-5151780,4.9,14,41338,746483,"100,068",6435,Yes,Yes,Paid,227752
EV0070,Engagement,Jaffna,Beach Resort,Beach Resort - Jaffna,95,Peak Season (Dec-Jan),15/09/2024,8,48800,Vision Studios,077-8757420,4.5,7,87497,Luxury Decor,077-6170227,4.8,14,169974,1789,Divine Dishes,077-1365247,4.6,8,448177,011-5321458,0,N/A,N/A,0,0,66817,Motion Pictures,077-5269083,4.6,9,39086,827268,"100,069",8708,No,Yes,Paid,288849
EV0071,Engagement,Galle,Temple Hall,Temple Hall - Galle,168,Peak Season (Dec-Jan),12/08/2025,10,40620,Creative Lens Studio,077-2990334,4.5,8,76149,Luxury Decor,077-3994290,4.8,14,330019,1964,Taste of Ceylon,077-7594429,4.7,12,77056,011-6436252,0,N/A,N/A,0,0,89691,Epic Moments,077-3136529,4.9,14,54411,749473,"100,070",4461,No,Yes,Paid,275029
EV0072,Wedding,Kurunegala,Temple Hall,Temple Hall - Kurunegala,422,Off Season (May-Sep),23/04/2024,10,25570,Dream Shots,077-1816653,4.3,5,40854,Royal Events Decor,077-5105957,4.9,15,500492,1186,Divine Dishes,077-1742169,4.6,8,30406,011-5374446,58924,Live Band Entertainment,077-8364573,4.9,15,32200,Dream Videos,077-4931560,4.7,10,39257,793674,"100,071",1880,Yes,Yes,Paid,278482
EV0073,Wedding,Kandy,Restaurant,Restaurant - Kandy,269,Regular Season,08/11/2025,5,40121,Golden Hour Photography,077-7394713,4.7,13,45296,Modern Elegance,077-9799030,4.7,10,665721,2474,Feast Makers,077-6347476,4.6,9,98973,011-7841058,55196,DJ Paradise,077-7984768,4.7,11,76392,Motion Pictures,077-7849452,4.6,9,48853,1173095,"100,072",4360,Yes,Yes,Paid,304978
EV0074,Birthday,Batticaloa,Convention Center,Convention Center - Batticaloa,138,Off Season (May-Sep),23/09/2025,8,33222,Elite Photography,077-4195751,4.9,15,43639,Classic Touch,077-1864641,4.4,6,205302,1487,Spice Garden Catering,077-5504038,4.5,10,154393,011-5163914,44529,Live Band Entertainment,077-1663497,4.9,15,76965,Cinema Visions,077-2221118,4.8,11,30886,644836,"100,073",4672,Yes,Yes,Paid,232740
EV0075,Engagement,Batticaloa,Home Garden,Home Garden - Batticaloa,133,Peak Season (Dec-Jan),28/06/2024,10,33747,Royal Pictures,077-5388275,4.6,9,92367,Classic Touch,077-7033835,4.4,6,280576,2109,Taste of Ceylon,077-9603633,4.7,12,42210,011-9405563,0,N/A,N/A,0,0,0,N/A,N/A,0,0,36500,496006,"100,074",3729,No,No,Partial,145429
EV0076,Anniversary,Jaffna,Community Hall,Community Hall - Jaffna,120,Peak Season (Dec-Jan),02/08/2024,8,40651,Dream Shots,077-6663388,4.3,5,42399,Elegant Decor,077-5317226,4.6,8,168084,1400,Feast Makers,077-9197701,4.6,9,54583,011-8069643,60208,Rhythm Masters,077-9230828,4.6,9,0,N/A,N/A,0,0,27409,425163,"100,075",3543,Yes,No,Partial,99337
EV0077,Corporate Event,Kandy,Home Garden,Home Garden - Kandy,97,Peak Season (Dec-Jan),03/04/2024,10,41015,Vision Studios,077-9106820,4.5,7,110319,Elegant Decor,077-9184838,4.6,8,100283,1033,Delicious Bites,077-1263935,4.3,6,23320,011-2055468,57367,Sound Wave DJs,077-9929043,4.7,10,62626,Perfect Motion,077-7901115,4.4,6,16055,445240,"100,076",4590,Yes,Yes,Paid,90537
EV0078,Corporate Event,Batticaloa,Hotel Ballroom,Hotel Ballroom - Batticaloa,178,Off Season (May-Sep),21/04/2025,10,22857,Dream Shots,077-2352527,4.3,5,35030,Dream Decorations,077-1531577,4.5,7,191118,1073,Royal Caterers,077-2568678,4.8,15,216090,011-5399720,0,N/A,N/A,0,0,0,N/A,N/A,0,0,42324,504968,"100,077",2836,No,No,Partial,139085
EV0079,Anniversary,Colombo,Hotel Ballroom,Hotel Ballroom - Colombo,83,Regular Season,28/05/2024,10,39373,Creative Lens Studio,077-6276177,4.5,8,90458,Stylish Setups,077-1262699,4.5,8,103069,1241,Heritage Foods,077-4475536,4.7,13,252323,011-6924415,110511,DJ Paradise,077-3419132,4.7,11,0,N/A,N/A,0,0,63823,630919,"100,078",7601,Yes,No,Partial,243392
EV0080,Corporate Event,Kandy,Convention Center,Convention Center - Kandy,195,Regular Season,15/11/2024,12,34022,Dream Shots,077-5585666,4.3,5,86450,Luxury Decor,077-8558977,4.8,14,511962,2625,Flavors Catering,077-9230960,4.4,7,219263,011-3913763,68609,Music Magic,077-6969521,4.5,7,0,N/A,N/A,0,0,56387,991612,"100,079",5085,Yes,No,Partial,283967
EV0081,Engagement,Anuradhapura,Restaurant,Restaurant - Anuradhapura,143,Peak Season (Dec-Jan),18/06/2025,6,37117,Creative Lens Studio,077-9597330,4.5,8,96915,Flower Paradise,077-7845845,4.8,12,216952,1517,Gourmet Lanka,077-2732967,4.9,18,62589,011-2220300,0,N/A,N/A,0,0,36748,Epic Moments,077-2503554,4.9,14,14934,483757,"100,080",3382,No,Yes,Paid,150372
EV0082,Engagement,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,83,Off Season (May-Sep),23/10/2025,4,47884,Candid Clicks,077-8064924,4.4,6,50728,Floral Fantasy,077-6029008,4.6,9,212670,2562,Heritage Foods,077-9124053,4.7,13,41573,011-8565483,0,N/A,N/A,0,0,0,N/A,N/A,0,0,25431,392258,"100,081",4726,No,No,Paid,106782
EV0083,Birthday,Matara,Convention Center,Convention Center - Matara,88,Regular Season,23/08/2024,5,39474,Creative Lens Studio,077-7681351,4.5,8,77708,Dream Decorations,077-6354241,4.5,7,152750,1735,Gourmet Lanka,077-5889688,4.9,18,234171,011-8164572,0,N/A,N/A,0,0,83122,Epic Moments,077-9237735,4.9,14,25479,603836,"100,082",6861,No,Yes,Paid,160123
EV0084,Corporate Event,Anuradhapura,Beach Resort,Beach Resort - Anuradhapura,288,Off Season (May-Sep),23/04/2025,5,34742,Golden Hour Photography,077-8098909,4.7,13,25648,Royal Events Decor,077-7324856,4.9,15,626270,2174,Feast Makers,077-2240929,4.6,9,271072,011-5767044,27664,Elite Entertainment,077-9040224,4.8,12,0,N/A,N/A,0,0,28353,1096605,"100,083",3807,Yes,No,Partial,336518
EV0085,Anniversary,Batticaloa,Community Hall,Community Hall - Batticaloa,177,Peak Season (Dec-Jan),13/07/2024,8,42859,Golden Hour Photography,077-4708297,4.7,13,47854,Flower Paradise,077-8478923,4.8,12,338512,1912,Royal Caterers,077-7276684,4.8,15,60525,011-5281071,33260,Rhythm Masters,077-8768911,4.6,9,40094,Cinematic Dreams,077-9396422,4.8,12,39120,642033,"100,084",3627,Yes,Yes,Paid,172702
EV0086,Wedding,Matara,Restaurant,Restaurant - Matara,362,Peak Season (Dec-Jan),30/12/2023,3,51824,Creative Lens Studio,077-6755892,4.5,8,85571,Flower Paradise,077-2834801,4.8,12,958069,2646,Spice Garden Catering,077-3757404,4.5,10,160747,011-9800754,0,N/A,N/A,0,0,54645,Dream Videos,077-5092180,4.7,10,14220,1264807,"100,085",3493,No,Yes,Paid,392573
EV0087,Corporate Event,Batticaloa,Home Garden,Home Garden - Batticaloa,109,Off Season (May-Sep),14/05/2024,3,19856,Dream Shots,077-4136665,4.3,5,59918,Dream Decorations,077-7136988,4.5,7,201791,1851,Spice Garden Catering,077-6469119,4.5,10,21791,011-3653178,0,N/A,N/A,0,0,74700,Epic Moments,077-8676422,4.9,14,12690,433689,"100,086",3978,No,Yes,Paid,109493
EV0088,Anniversary,Batticaloa,Community Hall,Community Hall - Batticaloa,192,Regular Season,29/08/2025,4,32879,Dream Shots,077-3371602,4.3,5,54005,Creative Designs,077-9570219,4.3,5,356659,1857,Heritage Foods,077-7517332,4.7,13,61809,011-5508443,0,N/A,N/A,0,0,41071,Dream Videos,077-3313029,4.7,10,27011,587575,"100,087",3060,No,Yes,Partial,167228
EV0089,Anniversary,Batticaloa,Garden Venue,Garden Venue - Batticaloa,182,Regular Season,27/10/2024,10,31777,Moments Captured,077-9199017,4.7,12,53600,Stylish Setups,077-3806047,4.5,8,338738,1861,Gourmet Lanka,077-2386982,4.9,18,73130,011-6742900,42131,Elite Entertainment,077-1517756,4.8,12,0,N/A,N/A,0,0,38002,645496,"100,088",3546,Yes,No,Paid,166807
EV0090,Corporate Event,Negombo,Restaurant,Restaurant - Negombo,93,Regular Season,25/02/2025,12,35927,Perfect Frames,077-8545256,4.8,11,59445,Creative Designs,077-5409307,4.3,5,277488,2983,Elite Catering,077-6848151,4.8,16,187018,011-9232654,0,N/A,N/A,0,0,97791,Video Art Studio,077-2459332,4.5,7,32777,793917,"100,089",8536,No,Yes,Partial,296177
EV0091,Wedding,Negombo,Community Hall,Community Hall - Negombo,462,Peak Season (Dec-Jan),19/05/2024,5,51626,Dream Shots,077-9630451,4.3,5,70788,Dream Decorations,077-2597613,4.5,7,1414297,3061,Feast Makers,077-3274804,4.6,9,112311,011-8292245,0,N/A,N/A,0,0,61472,Perfect Motion,077-7905438,4.4,6,36201,1992069,"100,090",4311,No,Yes,Paid,793834
EV0092,Birthday,Kandy,Garden Venue,Garden Venue - Kandy,121,Peak Season (Dec-Jan),17/09/2024,6,65661,Royal Pictures,077-1041491,4.6,9,106810,Royal Events Decor,077-2562657,4.9,15,187852,1552,Heritage Foods,077-8691502,4.7,13,193115,011-7325428,43967,Live Band Entertainment,077-7009980,4.9,15,86857,Motion Pictures,077-2062512,4.6,9,39315,734761,"100,091",6072,Yes,Yes,Partial,178962
EV0093,Anniversary,Negombo,Restaurant,Restaurant - Negombo,122,Off Season (May-Sep),21/01/2024,4,43459,Candid Clicks,077-6064462,4.4,6,55809,Modern Elegance,077-3667199,4.7,10,335042,2746,Delicious Bites,077-5597283,4.3,6,55392,011-2782992,0,N/A,N/A,0,0,72545,Video Art Studio,077-7047102,4.5,7,29073,666080,"100,092",5459,No,Yes,Paid,144195
EV0094,Birthday,Colombo,Restaurant,Restaurant - Colombo,122,Off Season (May-Sep),20/10/2024,10,38071,Elite Photography,077-2188301,4.9,15,72885,Floral Fantasy,077-4841091,4.6,9,163797,1342,Royal Caterers,077-7426846,4.8,15,165559,011-2749363,102970,Party Beats,077-2718442,4.5,8,0,N/A,N/A,0,0,25064,554952,"100,093",4548,Yes,No,Paid,145769
EV0095,Corporate Event,Kandy,Garden Venue,Garden Venue - Kandy,214,Off Season (May-Sep),02/05/2024,10,29693,Moments Captured,077-8203947,4.7,12,57518,Flower Paradise,077-6276495,4.8,12,373825,1746,Delicious Bites,077-3345961,4.3,6,174070,011-4078582,33551,Sound Wave DJs,077-5646746,4.7,10,91208,Video Art Studio,077-2413458,4.5,7,20781,801572,"100,094",3745,Yes,Yes,Paid,249031
EV0096,Engagement,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,248,Off Season (May-Sep),25/11/2024,12,41808,Candid Clicks,077-8060918,4.4,6,54551,Royal Events Decor,077-7130603,4.9,15,684455,2759,Delicious Bites,077-3898604,4.3,6,148405,011-8398208,56763,Rhythm Masters,077-8902314,4.6,9,65962,Cinematic Dreams,077-2224599,4.8,12,24243,1202956,"100,095",4850,Yes,Yes,Paid,381905
EV0097,Wedding,Kurunegala,Hotel Ballroom,Hotel Ballroom - Kurunegala,180,Peak Season (Dec-Jan),26/01/2025,6,49635,Dream Shots,077-2109227,4.3,5,46021,Luxury Decor,077-6203780,4.8,14,379980,2111,Gourmet Lanka,077-8339797,4.9,18,338854,011-8123334,72957,Music Magic,077-5003671,4.5,7,40182,Epic Moments,077-1971500,4.9,14,45152,1038236,"100,096",5767,Yes,Yes,Paid,225549
EV0098,Anniversary,Galle,Hotel Ballroom,Hotel Ballroom - Galle,119,Off Season (May-Sep),17/01/2025,12,25878,Moments Captured,077-9788815,4.7,12,41550,Flower Paradise,077-2071594,4.8,12,259324,2179,Taste of Ceylon,077-5411563,4.7,12,215103,011-7975400,84667,Elite Entertainment,077-2293020,4.8,12,106770,Cinematic Dreams,077-9323974,4.8,12,14307,774411,"100,097",6507,Yes,Yes,Partial,233993
EV0099,Wedding,Matara,Garden Venue,Garden Venue - Matara,338,Regular Season,11/05/2025,5,45840,Moments Captured,077-6367620,4.7,12,33184,Classic Touch,077-5550953,4.4,6,330902,979,Royal Caterers,077-2306728,4.8,15,94628,011-6794391,79895,Party Beats,077-7254683,4.5,8,98885,Motion Pictures,077-3003215,4.6,9,41231,724313,"100,098",2142,Yes,Yes,Paid,170842
EV0100,Engagement,Colombo,Beach Resort,Beach Resort - Colombo,199,Off Season (May-Sep),15/06/2024,12,47559,Candid Clicks,077-3526084,4.4,6,36321,Classic Touch,077-1107003,4.4,6,433223,2177,Flavors Catering,077-7879264,4.4,7,269462,011-2200573,0,N/A,N/A,0,0,87264,Video Art Studio,077-4909053,4.5,7,31929,1004661,"100,099",5048,No,Yes,Paid,328713
EV0101,Wedding,Jaffna,Temple Hall,Temple Hall - Jaffna,307,Peak Season (Dec-Jan),12/08/2025,10,56131,Creative Lens Studio,077-2255447,4.5,8,46307,Royal Events Decor,077-2044933,4.9,15,351683,1145,Delicious Bites,077-8297801,4.3,6,60621,011-7556982,60964,Rhythm Masters,077-3192921,4.6,9,38076,Epic Moments,077-4972370,4.9,14,45279,734189,"100,100",2391,Yes,Yes,Paid,185161
EV0102,Corporate Event,Anuradhapura,Community Hall,Community Hall - Anuradhapura,131,Regular Season,20/09/2024,5,27987,Perfect Frames,077-3011815,4.8,11,64903,Classic Touch,077-2517010,4.4,6,127312,971,Divine Dishes,077-3644347,4.6,8,48051,011-8774613,66959,Party Beats,077-6103880,4.5,8,0,N/A,N/A,0,0,22426,372898,"100,101",2846,Yes,No,Paid,90615
EV0103,Corporate Event,Kandy,Convention Center,Convention Center - Kandy,297,Peak Season (Dec-Jan),24/08/2025,3,52014,Royal Pictures,077-4729376,4.6,9,70339,Floral Fantasy,077-3193037,4.6,9,846702,2850,Delicious Bites,077-4324120,4.3,6,326718,011-8909473,30679,Sound Wave DJs,077-7720647,4.7,10,0,N/A,N/A,0,0,22035,1297694,"100,102",4369,Yes,No,Paid,437656
EV0104,Wedding,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,188,Regular Season,30/11/2024,10,37986,Sunset Photography,077-6938182,4.8,10,46835,Flower Paradise,077-4602338,4.8,12,610511,3247,Divine Dishes,077-4139874,4.6,8,73628,011-4306714,68268,Live Band Entertainment,077-5695180,4.9,15,0,N/A,N/A,0,0,15511,882868,"100,103",4696,Yes,No,Partial,332562
EV0105,Wedding,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,481,Regular Season,17/06/2024,12,36236,Candid Clicks,077-9428760,4.4,6,62835,Stylish Setups,077-6395626,4.5,8,990475,2059,Heritage Foods,077-7515956,4.7,13,309190,011-4268578,0,N/A,N/A,0,0,69594,Cinema Visions,077-4016809,4.8,11,53866,1593641,"100,104",3313,No,Yes,Paid,420363
EV0106,Birthday,Colombo,Hotel Ballroom,Hotel Ballroom - Colombo,133,Off Season (May-Sep),12/01/2024,5,33654,Perfect Frames,077-1473227,4.8,11,55029,Luxury Decor,077-6900247,4.8,14,399399,3003,Flavors Catering,077-3384080,4.4,7,218027,011-6723699,49702,Rhythm Masters,077-4158036,4.6,9,96363,Motion Pictures,077-9258194,4.6,9,43176,1014248,"100,105",7625,Yes,Yes,Paid,238461
EV0107,Wedding,Galle,Convention Center,Convention Center - Galle,458,Peak Season (Dec-Jan),06/07/2024,12,55957,Elite Photography,077-2216878,4.9,15,109585,Elegant Decor,077-7267813,4.6,8,666115,1454,Delicious Bites,077-7636992,4.3,6,228571,011-6915864,35139,Live Band Entertainment,077-2695038,4.9,15,96897,Cinema Visions,077-6646557,4.8,11,20722,1240857,"100,106",2709,Yes,Yes,Paid,328232
EV0108,Birthday,Anuradhapura,Home Garden,Home Garden - Anuradhapura,113,Regular Season,09/04/2024,4,42083,Royal Pictures,077-2746679,4.6,9,39416,Dream Decorations,077-9324603,4.5,7,168968,1495,Delicious Bites,077-3359604,4.3,6,38629,011-4778042,30335,DJ Paradise,077-2305378,4.7,11,66004,Motion Pictures,077-4992909,4.6,9,29311,447066,"100,107",3956,Yes,Yes,Paid,177250
EV0109,Birthday,Galle,Community Hall,Community Hall - Galle,87,Regular Season,01/01/2025,8,32665,Sunset Photography,077-9044494,4.8,10,63562,Classic Touch,077-4784650,4.4,6,138330,1590,Divine Dishes,077-3728923,4.6,8,70462,011-5785673,0,N/A,N/A,0,0,0,N/A,N/A,0,0,41782,355495,"100,108",4086,No,No,Paid,127920
EV0110,Wedding,Kurunegala,Community Hall,Community Hall - Kurunegala,283,Peak Season (Dec-Jan),14/09/2025,5,39353,Creative Lens Studio,077-4187406,4.5,8,101362,Flower Paradise,077-7866576,4.8,12,269699,953,Flavors Catering,077-5450404,4.4,7,41640,011-7541496,30295,Elite Entertainment,077-5723173,4.8,12,0,N/A,N/A,0,0,13509,491449,"100,109",1736,Yes,No,Paid,121638
EV0111,Wedding,Anuradhapura,Home Garden,Home Garden - Anuradhapura,228,Regular Season,14/02/2025,12,32918,Sunset Photography,077-9205682,4.8,10,69716,Modern Elegance,077-5446036,4.7,10,450528,1976,Taste of Ceylon,077-2529023,4.7,12,32417,011-7384365,71532,Music Magic,077-7501626,4.5,7,0,N/A,N/A,0,0,16690,693673,"100,110",3042,Yes,No,Paid,190207
EV0112,Anniversary,Jaffna,Home Garden,Home Garden - Jaffna,51,Peak Season (Dec-Jan),09/07/2024,6,46137,Candid Clicks,077-8966231,4.4,6,91424,Stylish Setups,077-4953417,4.5,8,49587,972,Elite Catering,077-8990355,4.8,16,57508,011-4506953,59094,Celebration Sounds,077-2324645,4.4,6,35695,Motion Pictures,077-7623718,4.6,9,37137,430480,"100,111",8440,Yes,Yes,Paid,129324
EV0113,Engagement,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,110,Regular Season,28/09/2025,6,40709,Perfect Frames,077-6471499,4.8,11,49749,Dream Decorations,077-5633880,4.5,7,126841,1153,Spice Garden Catering,077-9718920,4.5,10,220399,011-5843300,0,N/A,N/A,0,0,116884,Perfect Motion,077-1207430,4.4,6,18708,608417,"100,112",5531,No,Yes,Partial,135375
EV0114,Birthday,Kandy,Beach Resort,Beach Resort - Kandy,148,Regular Season,02/04/2024,8,48933,Creative Lens Studio,077-7739741,4.5,8,60415,Creative Designs,077-1650662,4.3,5,279298,1887,Royal Caterers,077-7640300,4.8,15,287973,011-9462289,53370,Celebration Sounds,077-6561547,4.4,6,0,N/A,N/A,0,0,22341,817152,"100,113",5521,Yes,No,Paid,171486
EV0115,Anniversary,Kurunegala,Hotel Ballroom,Hotel Ballroom - Kurunegala,126,Off Season (May-Sep),17/08/2024,12,23985,Candid Clicks,077-7273172,4.4,6,38198,Classic Touch,077-1942977,4.4,6,135450,1075,Gourmet Lanka,077-9644791,4.9,18,168953,011-8639502,33853,Live Band Entertainment,077-3667115,4.9,15,0,N/A,N/A,0,0,36684,460421,"100,114",3654,Yes,No,Paid,120733
EV0116,Engagement,Anuradhapura,Hotel Ballroom,Hotel Ballroom - Anuradhapura,124,Peak Season (Dec-Jan),26/09/2024,4,49345,Elite Photography,077-8962169,4.9,15,41141,Royal Events Decor,077-6867997,4.9,15,181176,1461,Taste of Ceylon,077-6775539,4.7,12,212660,011-3371651,49431,Rhythm Masters,077-5339593,4.6,9,0,N/A,N/A,0,0,46484,662691,"100,115",5344,Yes,No,Paid,170320
EV0117,Anniversary,Colombo,Convention Center,Convention Center - Colombo,96,Peak Season (Dec-Jan),19/10/2024,6,46695,Elite Photography,077-8700708,4.9,15,135968,Royal Events Decor,077-5227836,4.9,15,109939,1145,Gourmet Lanka,077-4660940,4.9,18,264633,011-5914946,93394,Music Magic,077-6069153,4.5,7,0,N/A,N/A,0,0,39265,772900,"100,116",8051,Yes,No,Partial,244930
EV0118,Wedding,Batticaloa,Community Hall,Community Hall - Batticaloa,437,Regular Season,21/04/2024,6,25687,Golden Hour Photography,077-3347627,4.7,13,55413,Creative Designs,077-1427068,4.3,5,365769,837,Gourmet Lanka,077-9344531,4.9,18,42402,011-4479711,63149,Celebration Sounds,077-5352450,4.4,6,41173,Cinematic Dreams,077-8022366,4.8,12,12348,655692,"100,117",1500,Yes,Yes,Partial,182056
EV0119,Wedding,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,325,Regular Season,13/05/2025,5,45286,Elite Photography,077-6152035,4.9,15,53482,Luxury Decor,077-8054359,4.8,14,906685,2789,Elite Catering,077-6558579,4.8,16,163261,011-5117898,81755,DJ Paradise,077-5371458,4.7,11,0,N/A,N/A,0,0,20607,1264295,"100,118",3890,Yes,No,Paid,370125
EV0120,Wedding,Matara,Beach Resort,Beach Resort - Matara,391,Peak Season (Dec-Jan),14/08/2024,5,49729,Elite Photography,077-3966618,4.9,15,81614,Luxury Decor,077-6258215,4.8,14,391391,1001,Royal Caterers,077-1973306,4.8,15,265992,011-2039539,0,N/A,N/A,0,0,46000,Video Art Studio,077-8584194,4.5,7,16825,916444,"100,119",2343,No,Yes,Paid,221666
EV0121,Birthday,Nuwara Eliya,Home Garden,Home Garden - Nuwara Eliya,130,Peak Season (Dec-Jan),03/02/2024,3,66028,Creative Lens Studio,077-5174559,4.5,8,95376,Dream Decorations,077-4796108,4.5,7,283582,2181,Feast Makers,077-6777230,4.6,9,26908,011-4618019,0,N/A,N/A,0,0,55235,Cinematic Dreams,077-3163099,4.8,12,14526,582461,"100,120",4480,No,Yes,Paid,161172
EV0122,Engagement,Kurunegala,Beach Resort,Beach Resort - Kurunegala,91,Peak Season (Dec-Jan),02/05/2024,8,38199,Candid Clicks,077-7150383,4.4,6,68199,Classic Touch,077-1626854,4.4,6,164073,1803,Elite Catering,077-7294684,4.8,16,450629,011-9352985,33840,DJ Paradise,077-5291430,4.7,11,78108,Epic Moments,077-9971338,4.9,14,11436,830800,"100,121",9129,Yes,Yes,Paid,264846
EV0123,Wedding,Galle,Hotel Ballroom,Hotel Ballroom - Galle,174,Regular Season,24/10/2024,12,51519,Creative Lens Studio,077-9582968,4.5,8,55875,Floral Fantasy,077-2975258,4.6,9,369784,2125,Elite Catering,077-5743032,4.8,16,192169,011-2956406,0,N/A,N/A,0,0,83628,Cinema Visions,077-2782809,4.8,11,22786,876396,"100,122",5036,No,Yes,Partial,210097
EV0124,Birthday,Kurunegala,Convention Center,Convention Center - Kurunegala,75,Regular Season,21/07/2024,3,41264,Dream Shots,077-2699372,4.3,5,43611,Classic Touch,077-5293157,4.4,6,165675,2209,Spice Garden Catering,077-4878226,4.5,10,100717,011-5831507,52381,Sound Wave DJs,077-5966428,4.7,10,39774,Video Art Studio,077-5431282,4.5,7,15903,502828,"100,123",6704,Yes,Yes,Partial,105601
